Date,ADA-Close,BNB-Close,BTC-Close,DOGE-Close,ETH-Close,EOS-Close,LTC-Close,MATIC-Close,USDC-Close,USDT-Close,XRP-Close
18/9/2019,0.053292,22.255444,10198.24805,0.002719,211.393036,4.088247,77.969131,0.014356,1.004055,1.004889,0.313776
19/9/2019,0.052504,21.614601,10266.41504,0.002709,221.280853,3.980761,77.059624,0.0137,0.998835,1.002989,0.302441
20/9/2019,0.05234,21.371471,10181.6416,0.002672,218.050049,4.009163,75.149094,0.013663,1.00137,1.000951,0.29447
21/9/2019,0.051922,21.08218,10019.7168,0.002586,215.516205,4.013843,73.516525,0.013394,1.00306,1.002354,0.289443
22/9/2019,0.049111,20.525558,10070.39258,0.002592,211.54538,3.833082,72.616119,0.012559,1.002131,1.002634,0.278931
23/9/2019,0.046264,19.485477,9729.324219,0.002486,201.92131,3.697,66.851891,0.012252,1.003065,1.002548,0.268675
24/9/2019,0.037573,16.06769,8620.566406,0.002228,168.110733,2.82582,55.823639,0.011077,1.004102,1.007158,0.235226
25/9/2019,0.039396,16.258373,8486.993164,0.002197,170.8927,2.911405,57.658009,0.011041,1.004902,1.006749,0.246441
26/9/2019,0.038229,15.459808,8118.967773,0.002155,166.727127,2.816902,55.540619,0.010662,1.005321,1.004431,0.243784
27/9/2019,0.039532,15.790263,8251.845703,0.002221,174.710999,2.858383,56.360847,0.010952,1.006369,1.010344,0.244021
28/9/2019,0.038827,15.851419,8245.915039,0.002234,174.572891,2.855248,55.682247,0.011246,1.00217,1.004628,0.242571
29/9/2019,0.037486,15.3051,8104.185547,0.002223,170.503479,2.796561,54.319546,0.010939,1.00449,1.005677,0.241388
30/9/2019,0.038885,15.862675,8293.868164,0.002387,179.872208,2.957085,56.056908,0.010847,1.001386,1.004109,0.255933
1/10/2019,0.038507,15.903211,8343.276367,0.002388,177.340424,2.957809,56.058075,0.010731,1.003273,1.006396,0.249565
2/10/2019,0.039445,15.950048,8393.041992,0.002351,180.71051,3.015142,56.508926,0.010853,1.001128,1.004245,0.253539
3/10/2019,0.038361,15.72676,8259.992188,0.002325,175.199341,2.936994,56.546814,0.010669,1.002371,1.004948,0.24786
4/10/2019,0.039667,15.755114,8205.939453,0.00236,176.985001,3.021097,56.85321,0.010716,1.005407,1.008841,0.253935
5/10/2019,0.03973,15.72358,8151.500488,0.002322,176.351517,2.987776,56.843872,0.010591,0.998863,1.001932,0.253457
6/10/2019,0.039324,15.34898,7988.155762,0.002346,173.059143,2.953135,55.411568,0.010389,1.013547,1.012087,0.257705
7/10/2019,0.041672,16.134346,8245.623047,0.00239,181.18634,3.194101,57.7883,0.010999,1.005492,1.008524,0.275685
8/10/2019,0.041441,16.108192,8228.783203,0.002346,182.021561,3.176243,57.398586,0.012439,1.005445,1.00612,0.278459
9/10/2019,0.042629,17.80658,8595.740234,0.002388,193.293259,3.252573,59.430866,0.014323,1.000868,1.005719,0.281627
10/10/2019,0.041661,17.571154,8586.473633,0.002332,191.659668,3.159307,57.776085,0.016195,1.000492,1.003237,0.272073
11/10/2019,0.040623,16.709532,8321.756836,0.002345,182.569687,3.136676,56.29697,0.015997,1.007018,1.012352,0.271099
12/10/2019,0.040542,17.277906,8336.555664,0.00234,180.826645,3.085394,55.982868,0.015631,1.002841,1.004475,0.273191
13/10/2019,0.041325,18.308025,8321.005859,0.002447,182.07515,3.120782,56.713997,0.015021,1.003169,1.004942,0.277765
14/10/2019,0.041789,18.459478,8374.686523,0.002545,186.960907,3.168315,56.975403,0.015256,1.002749,1.004195,0.296523
15/10/2019,0.039766,18.544653,8205.369141,0.00251,181.406067,2.990247,54.944206,0.014415,1.00429,1.00405,0.288702
16/10/2019,0.038741,17.84005,8047.526855,0.002607,176.013504,2.94675,52.923107,0.013942,1.004679,1.006127,0.28464
17/10/2019,0.039524,18.570269,8103.911133,0.002755,178.028351,2.964747,54.884476,0.014297,1.003134,1.004207,0.302315
18/10/2019,0.038073,18.254192,7973.20752,0.002706,173.621338,2.889918,53.491692,0.013367,1.001674,1.002739,0.295005
19/10/2019,0.039225,18.288546,7988.560547,0.002743,172.913025,2.882133,54.034573,0.013881,1.00393,1.006851,0.293022
20/10/2019,0.039529,18.437923,8222.078125,0.00273,175.534378,2.925215,54.93438,0.013873,1.000503,1.002886,0.294179
21/10/2019,0.03928,18.30555,8243.720703,0.002774,174.92099,2.94077,54.938297,0.014947,1.002588,1.004178,0.292979
22/10/2019,0.038816,18.195602,8078.203125,0.002565,172.300858,2.904407,53.744362,0.014571,1.002693,1.00449,0.291607
23/10/2019,0.036409,16.711174,7514.671875,0.002495,162.402786,2.722039,49.627956,0.013278,1.00317,1.002449,0.274143
24/10/2019,0.037685,16.891573,7493.48877,0.002538,162.168549,2.749314,50.067665,0.013594,1.007723,1.007428,0.278491
25/10/2019,0.041246,18.616058,8660.700195,0.002684,181.523209,3.180836,56.939011,0.014381,1.00064,1.002172,0.298165
26/10/2019,0.040547,18.889704,9244.972656,0.002622,179.83548,3.136287,56.775253,0.013547,0.998885,1.001595,0.293699
27/10/2019,0.042335,19.345646,9551.714844,0.002654,184.242218,3.338077,59.91399,0.014099,1.000814,1.004242,0.2981
28/10/2019,0.042363,19.75832,9256.148438,0.002646,182.662811,3.29726,58.126839,0.014128,1.001158,1.002855,0.296007
29/10/2019,0.043444,20.477106,9427.6875,0.002655,190.342575,3.407429,59.869625,0.014084,0.999635,1.002135,0.301956
30/10/2019,0.041967,20.08695,9205.726563,0.002616,184.692169,3.297739,58.420971,0.013472,1.002588,1.005853,0.296555
31/10/2019,0.041636,20.000233,9199.584961,0.002615,183.966919,3.276301,58.780685,0.013627,1.004975,1.006419,0.296358
1/11/2019,0.042345,20.021502,9261.104492,0.00263,183.969894,3.354372,58.583645,0.013783,1.001874,1.004101,0.292642
2/11/2019,0.042599,20.266994,9324.717773,0.002627,183.92572,3.334355,58.597027,0.013611,1.002746,1.004758,0.296263
3/11/2019,0.04193,20.206045,9235.354492,0.002637,182.425018,3.284588,58.625191,0.013573,1.003212,1.004447,0.291261
4/11/2019,0.043236,20.737982,9412.612305,0.002614,186.355194,3.445064,61.573055,0.014397,1.002729,1.004343,0.299937
5/11/2019,0.044328,20.724674,9342.527344,0.002624,189.304169,3.62002,63.302765,0.014742,1.003358,1.004743,0.301255
6/11/2019,0.044956,20.817923,9360.879883,0.002628,191.593842,3.623421,64.268745,0.0145,1.001407,1.003033,0.310086
7/11/2019,0.043637,20.646936,9267.561523,0.002725,187.976547,3.49638,61.843224,0.015169,1.006104,1.005732,0.292431
8/11/2019,0.042297,19.690773,8804.880859,0.002653,184.211472,3.421161,60.529919,0.014421,1.002702,1.002498,0.276953
9/11/2019,0.042445,19.735447,8813.582031,0.002713,185.028717,3.488715,61.954712,0.014896,0.999908,1.000189,0.280196
10/11/2019,0.043958,20.481758,9055.526367,0.002775,189.47728,3.584511,63.841465,0.015758,1.0021,1.002694,0.280204
11/11/2019,0.043194,20.133141,8757.788086,0.002715,185.489639,3.447803,61.899109,0.015395,1.004065,1.002438,0.275086
12/11/2019,0.043767,20.857447,8815.662109,0.002725,186.843414,3.482441,61.340298,0.014879,1.002707,1.001398,0.272418
13/11/2019,0.043492,21.250431,8808.262695,0.002698,188.258743,3.480121,61.111347,0.014978,1.004377,1.003175,0.273036
14/11/2019,0.043119,21.2647,8708.094727,0.00268,185.999634,3.419981,59.429893,0.014532,1.006939,1.005582,0.270391
15/11/2019,0.043974,20.316225,8491.992188,0.002657,180.521179,3.344673,57.81171,0.01385,1.00259,1.001369,0.261654
16/11/2019,0.044172,20.282654,8550.760742,0.002669,183.348358,3.40595,58.565437,0.014462,1.007969,1.006746,0.263886
17/11/2019,0.045421,20.260794,8577.975586,0.002648,185.119232,3.421557,59.573227,0.014426,1.008219,1.008471,0.265253
18/11/2019,0.043802,19.31687,8309.286133,0.002576,180.559601,3.226924,56.800949,0.014172,1.013629,1.012008,0.255653
19/11/2019,0.042542,18.703299,8206.145508,0.002548,177.455551,3.152006,55.623985,0.014963,1.010225,1.008968,0.2565
20/11/2019,0.041178,18.172274,8027.268066,0.002556,175.698349,3.096893,55.290924,0.014405,1.007014,1.00544,0.251364
21/11/2019,0.038406,16.840218,7642.75,0.002426,161.462723,2.825425,50.883053,0.014248,1.004042,1.000411,0.243766
22/11/2019,0.037148,15.581703,7296.577637,0.002362,150.268173,2.632356,47.615536,0.014069,1.001247,1.003045,0.2316
23/11/2019,0.038343,16.4195,7397.796875,0.002505,153.417786,2.72441,48.70649,0.016904,1.011744,1.01313,0.236188
24/11/2019,0.035588,15.278765,7047.916992,0.002365,142.834702,2.450353,44.734226,0.015321,1.008879,1.017519,0.223184
25/11/2019,0.036048,15.267364,7146.133789,0.002286,146.476532,2.535711,45.830338,0.020178,1.000393,1.003114,0.218622
26/11/2019,0.036993,15.527255,7218.371094,0.002291,148.965073,2.632595,47.273342,0.021994,1.007935,1.009773,0.222145
27/11/2019,0.039049,16.098288,7531.663574,0.002339,153.010559,2.688043,48.008804,0.024582,1.007488,1.005027,0.225081
28/11/2019,0.03919,15.683207,7463.105957,0.002313,151.717575,2.636087,47.05695,0.022785,1.006755,1.00408,0.22457
29/11/2019,0.041423,16.273304,7761.243652,0.002456,155.304153,2.79766,48.879158,0.024637,1.00305,1.004521,0.230217
30/11/2019,0.040425,15.715951,7569.629883,0.00232,152.539688,2.757452,47.47543,0.028895,0.997658,1.001703,0.226474
1/12/2019,0.039587,15.496336,7424.29248,0.002292,151.18573,2.777859,47.71117,0.026428,0.99645,1.002481,0.225333
2/12/2019,0.038056,15.191858,7321.988281,0.002235,149.059158,2.685332,45.817017,0.026396,0.998794,1.001681,0.219581
3/12/2019,0.037917,15.309556,7320.145508,0.002217,147.956421,2.703617,45.381603,0.029323,1.002146,1.003135,0.21987
4/12/2019,0.037405,15.279978,7252.034668,0.002208,146.747742,2.648764,45.192951,0.032146,1.004955,1.007939,0.216348
5/12/2019,0.037871,15.762839,7448.307617,0.002223,149.248993,2.703871,45.30164,0.033323,1.008945,1.010072,0.222928
6/12/2019,0.038317,15.711299,7546.996582,0.002226,149.194443,2.7354,45.67012,0.041504,1.003251,1.003428,0.225505
7/12/2019,0.038757,15.667086,7556.237793,0.00223,148.768158,2.740197,45.640491,0.039122,1.006559,1.007412,0.228445
8/12/2019,0.038948,15.674523,7564.345215,0.002238,151.264725,2.758945,45.952946,0.041676,1.00547,1.006376,0.230435
9/12/2019,0.037483,15.448539,7400.899414,0.002208,148.225174,2.673477,44.939243,0.035589,1.005754,1.004253,0.225452
10/12/2019,0.036606,14.95887,7278.119629,0.002204,146.267044,2.624568,44.644241,0.017398,1.006341,1.005855,0.224302
11/12/2019,0.036655,14.824551,7217.427246,0.002185,143.608002,2.580223,43.945698,0.017888,1.00077,1.011923,0.222053
12/12/2019,0.036723,14.818167,7243.134277,0.002188,145.604004,2.597036,44.082169,0.01581,1.006966,1.005837,0.219859
13/12/2019,0.037108,14.878744,7269.68457,0.002175,144.944748,2.626725,44.450581,0.01603,1.003056,1.001751,0.220755
14/12/2019,0.036427,14.505015,7124.673828,0.00217,142.869232,2.583053,43.722187,0.013702,1.006866,1.006088,0.217356
15/12/2019,0.036653,14.490446,7152.301758,0.002154,143.11499,2.573832,43.756828,0.014292,1.005689,1.004616,0.218601
16/12/2019,0.034269,13.558786,6932.480469,0.002121,133.614029,2.384239,40.37426,0.013313,1.003617,1.003986,0.207225
17/12/2019,0.0318,12.386941,6640.515137,0.002018,122.603889,2.20523,37.083427,0.012068,0.998726,0.993339,0.183699
18/12/2019,0.034462,13.53526,7276.802734,0.002183,133.092194,2.462353,40.778545,0.01272,1.009051,1.006128,0.196176
19/12/2019,0.033251,13.445779,7202.844238,0.002123,129.321136,2.470375,39.920296,0.013232,1.009815,1.008569,0.190819
20/12/2019,0.034004,13.570779,7218.816406,0.002075,129.066055,2.500147,40.290157,0.015655,1.005709,1.005842,0.195316
21/12/2019,0.033262,13.380659,7191.158691,0.002084,128.130951,2.461184,39.99683,0.018189,1.007746,1.005758,0.194082
22/12/2019,0.034466,13.835881,7511.588867,0.002115,132.372513,2.541447,41.965191,0.016194,1.002088,1.003887,0.196978
23/12/2019,0.0332,13.369034,7355.628418,0.002073,128.61409,2.52604,40.847473,0.015152,1.000583,1.012136,0.190943
24/12/2019,0.034162,13.444571,7322.532227,0.002073,129.063889,2.55923,40.678017,0.016254,1.010236,1.008587,0.192198
25/12/2019,0.033728,13.174839,7275.155762,0.002088,126.454636,2.506506,40.629562,0.015787,1.012936,1.004661,0.190719
26/12/2019,0.034281,13.208636,7238.966797,0.002058,126.361221,2.526106,40.266037,0.015696,1.005048,1.003988,0.190394
27/12/2019,0.0331,13.36272,7290.088379,0.002053,127.214607,2.580784,41.178173,0.015298,1.008644,1.005803,0.191102
28/12/2019,0.033632,13.705417,7317.990234,0.002064,128.322708,2.630518,42.842522,0.014956,1.002402,1.000307,0.193222
29/12/2019,0.034284,14.150045,7422.652832,0.002068,134.75798,2.692497,43.670658,0.0148,1.005283,1.00421,0.197051
30/12/2019,0.033594,13.947442,7292.995117,0.002054,132.633484,2.645544,42.747337,0.014396,1.009358,1.006175,0.194474
31/12/2019,0.032845,13.727642,7193.599121,0.002028,129.610855,2.580686,41.340073,0.013807,1.00373,0.999679,0.192894
1/1/2020,0.033458,13.689083,7200.174316,0.002033,130.802002,2.597236,42.017719,0.014962,1.004079,0.999836,0.192667
2/1/2020,0.032751,13.027011,6985.470215,0.002009,127.410179,2.462377,39.823013,0.014651,1.005017,1.001565,0.188043
3/1/2020,0.03418,13.660452,7344.884277,0.002145,134.171707,2.637661,42.415573,0.015194,1.005273,1.004192,0.193521
4/1/2020,0.034595,13.891512,7410.656738,0.002241,135.069366,2.667841,43.326607,0.014961,1.009466,1.007472,0.194355
5/1/2020,0.034721,14.111019,7411.317383,0.002419,136.276779,2.701631,43.553207,0.014914,1.008497,1.006197,0.195537
6/1/2020,0.037272,14.957808,7769.219238,0.002463,144.304153,2.856387,45.816353,0.015587,1.003119,1.002903,0.22151
7/1/2020,0.037047,15.00925,8163.692383,0.002433,143.543991,2.853442,46.424583,0.0151,0.9995,1.001723,0.213917
8/1/2020,0.036435,14.602934,8079.862793,0.002293,141.258133,2.789379,45.653767,0.015006,1.004603,1.004253,0.209026
9/1/2020,0.036359,14.498314,7879.071289,0.002256,138.979202,2.76367,45.215931,0.014699,1.007031,1.006573,0.204899
10/1/2020,0.036874,15.025826,8166.554199,0.002356,143.963776,2.967971,48.727329,0.014853,1.000822,1.001462,0.212306
11/1/2020,0.036825,14.946328,8037.537598,0.002314,142.927109,2.988715,49.263767,0.014816,1.002529,1.000091,0.211851
12/1/2020,0.03769,15.322083,8192.494141,0.002381,145.873932,3.191793,51.080738,0.015009,1.004318,1.002478,0.215633
13/1/2020,0.036966,15.227272,8144.194336,0.002358,144.226593,3.11031,49.733768,0.015531,1.004319,1.003347,0.212617
14/1/2020,0.04166,16.626122,8827.764648,0.00247,165.955353,3.830654,58.478233,0.015731,1.002371,1.001821,0.234687
15/1/2020,0.042553,17.654812,8807.010742,0.002369,166.230682,3.769352,58.052849,0.016368,1.001165,0.999656,0.232895
16/1/2020,0.041391,17.076946,8723.786133,0.002345,164.391006,3.832044,57.618256,0.016077,1.002668,0.999231,0.228574
17/1/2020,0.044978,18.135199,8929.038086,0.00249,170.779953,3.923013,61.487125,0.018818,1.004523,1.002879,0.238776
18/1/2020,0.044851,17.823919,8942.808594,0.002507,175.365677,3.817306,59.408646,0.017519,1.00532,1.002741,0.243286
19/1/2020,0.041979,17.369253,8706.245117,0.002405,166.969849,3.615389,57.800694,0.016397,0.99729,0.998535,0.235585
20/1/2020,0.043873,17.325275,8657.642578,0.002374,167.120514,3.610591,57.203262,0.016899,1.000803,1.000688,0.233296
21/1/2020,0.045989,18.127666,8745.894531,0.002376,169.697159,3.6633,57.647881,0.017161,1.002642,1.001418,0.237166
22/1/2020,0.045654,17.798361,8680.875977,0.002323,168.294159,3.6506,58.354725,0.017087,1.001615,1.000595,0.236056
23/1/2020,0.043334,17.021404,8406.515625,0.002268,162.928558,3.574521,54.63026,0.015941,1.000879,0.998409,0.226104
24/1/2020,0.045004,17.047409,8445.43457,0.002276,163.051178,3.642633,54.531788,0.016254,1.002793,1.00297,0.223041
25/1/2020,0.043248,16.976107,8367.847656,0.002257,161.283936,3.530184,53.697788,0.016066,1.002035,1.002113,0.220427
26/1/2020,0.044581,17.438633,8596.830078,0.002305,168.077103,3.650286,56.212715,0.016457,1.012184,1.000504,0.230686
27/1/2020,0.047912,17.691341,8909.819336,0.002368,170.930893,3.963901,58.763268,0.01691,1.019121,1.0019,0.231222
28/1/2020,0.052857,18.115135,9358.589844,0.00245,176.370316,4.050941,60.671818,0.017256,1.024196,1.00076,0.238488
29/1/2020,0.053514,17.912777,9316.629883,0.00239,175.050339,3.978732,60.077934,0.01711,1.025096,1.002296,0.23573
30/1/2020,0.05607,18.590408,9508.993164,0.00244,184.690475,4.339427,68.159065,0.018645,1.044029,1.001452,0.243642
31/1/2020,0.053793,18.210979,9350.529297,0.002394,180.160172,4.138687,67.879494,0.017928,1.028374,1.000648,0.239233
1/2/2020,0.056092,18.218321,9392.875,0.002422,183.67395,4.158605,70.820015,0.018331,1.027546,1.001216,0.241455
2/2/2020,0.055768,18.448185,9344.365234,0.002468,188.617538,4.222658,70.231544,0.019115,1.02821,1.000544,0.250734
3/2/2020,0.056979,18.462755,9293.521484,0.00244,189.865067,4.20233,69.78022,0.022086,1.026434,0.998913,0.254627
4/2/2020,0.055996,18.177366,9180.962891,0.002503,189.250595,4.246143,68.195778,0.021129,1.024436,1.001745,0.266808
5/2/2020,0.059231,19.21505,9613.423828,0.002582,204.23024,4.51581,72.493103,0.021433,1.031869,1.002838,0.277468
6/2/2020,0.059757,20.595263,9729.801758,0.002653,212.339081,4.584069,73.388687,0.024459,1.024657,0.997216,0.282214
7/2/2020,0.05979,22.062258,9795.943359,0.002769,222.726059,4.601564,74.356117,0.022962,1.016931,0.997751,0.279284
8/2/2020,0.059944,21.782419,9865.119141,0.003159,223.146515,4.761521,76.467567,0.021155,1.019542,0.999534,0.277243
9/2/2020,0.061809,24.308561,10116.67383,0.003232,228.578568,5.006862,77.092583,0.02192,1.024578,1.001473,0.282457
10/2/2020,0.060394,25.218315,9856.611328,0.002986,223.522705,4.906778,74.335098,0.021608,1.018856,1.00064,0.27408
11/2/2020,0.063228,25.637403,10208.23633,0.003041,235.851196,5.245846,76.597397,0.022798,1.014909,0.998423,0.280141
12/2/2020,0.068373,26.466763,10326.05469,0.003093,265.406128,5.351983,81.297447,0.022898,1.033137,1.002559,0.304393
13/2/2020,0.068581,25.4401,10214.37988,0.003026,268.099243,5.341575,80.403427,0.022252,1.019116,0.998579,0.326706
14/2/2020,0.07058,26.296959,10312.11621,0.00313,284.217499,5.361947,82.990349,0.023249,1.016723,1.000114,0.334822
15/2/2020,0.063863,24.149651,9889.424805,0.00292,264.728577,4.743118,76.513245,0.020832,1.011255,0.999128,0.306236
16/2/2020,0.062654,23.466389,9934.433594,0.002774,259.894714,4.41225,75.152588,0.02016,1.009634,0.999272,0.295034
17/2/2020,0.060042,23.551378,9690.142578,0.002712,266.363434,4.34636,73.251305,0.020056,1.011898,0.998474,0.286572
18/2/2020,0.062597,24.058178,10141.99609,0.002839,281.94458,4.587672,77.035179,0.021526,1.021221,1.000759,0.297913
19/2/2020,0.057645,22.333511,9633.386719,0.002624,259.763977,4.009205,71.135941,0.020713,1.007414,1.001324,0.277602
20/2/2020,0.05826,22.229147,9608.475586,0.002659,257.949463,4.008198,69.624847,0.020696,1.009512,1.002594,0.272396
21/2/2020,0.05864,22.184877,9686.441406,0.002648,265.600616,4.074948,73.45092,0.020763,1.011225,1.003138,0.274938
22/2/2020,0.058336,21.968481,9663.181641,0.002601,262.331726,4.122131,75.13308,0.020796,0.999922,1.001829,0.275901
23/2/2020,0.06151,22.828871,9924.515625,0.00268,273.75415,4.381964,79.536652,0.022299,0.997281,0.998017,0.282711
24/2/2020,0.05896,22.044127,9650.174805,0.00259,265.216431,4.135196,75.535622,0.02073,0.999537,0.9988,0.270627
25/2/2020,0.056364,20.34247,9341.705078,0.002476,247.817596,4.089097,71.180244,0.019128,1.000338,1.001454,0.253412
26/2/2020,0.049453,18.799131,8820.522461,0.002339,225.680267,3.545148,61.014309,0.018382,1.002998,1.002742,0.230851
27/2/2020,0.049685,19.122568,8784.494141,0.002324,226.753387,3.602102,61.507885,0.019605,1.000619,0.998413,0.237116
28/2/2020,0.048616,18.854837,8672.455078,0.002289,226.760498,3.508612,59.763958,0.020027,0.992981,0.997089,0.236296
29/2/2020,0.047541,19.584091,8599.508789,0.002235,219.848511,3.542585,58.543262,0.020341,1.004586,1.006368,0.231193
1/3/2020,0.045932,18.963232,8562.454102,0.002275,218.970596,3.534577,57.956688,0.019451,1.001161,1.000498,0.228846
2/3/2020,0.048953,19.814064,8869.669922,0.002349,230.569778,3.685887,60.995548,0.021232,0.994211,0.995,0.238747
3/3/2020,0.048761,19.63719,8787.786133,0.002499,224.47963,3.640902,61.144478,0.023476,1.00281,1.002497,0.234381
4/3/2020,0.049004,19.959188,8755.246094,0.002398,224.517975,3.596008,60.38242,0.02508,1.000453,1.000622,0.23453
5/3/2020,0.051057,20.802031,9078.762695,0.002506,229.268188,3.777567,62.04546,0.026429,1.004377,1.002522,0.239582
6/3/2020,0.051448,21.288389,9122.545898,0.002496,243.525299,3.830254,63.0256,0.024844,0.997434,0.99843,0.244088
